YEAR,LOCATION,"STATE ANSI","ASD CODE","COUNTY ANSI","REFERENCE PERIOD",COMMODITY,"AREA HARVESTED in ACRES","PRODUCTION in BU","YIELD in BU / ACRE","AREA PLANTED in ACRES","PRODUCTION in TONS","YIELD in TONS / ACRE"
2022,"MISSOURI, CENTRAL, BENTON",29,50,015,YEAR,"CORN, GRAIN","15,100","2,316,000",153.4," "," "," "
2022,"MISSOURI, CENTRAL, CALLAWAY",29,50,027,YEAR,"CORN, GRAIN","30,100","4,741,000",157.5," "," "," "
2022,"MISSOURI, CENTRAL, COLE",29,50,051,YEAR,"CORN, GRAIN","4,950","777,000",157," "," "," "
2022,"MISSOURI, CENTRAL, DALLAS",29,50,059,YEAR,"CORN, GRAIN",260,"27,400",105.4," "," "," "
2022,"MISSOURI, CENTRAL, HOWARD",29,50,089,YEAR,"CORN, GRAIN","36,300","4,904,000",135.1," "," "," "
2022,"MISSOURI, CENTRAL, MARIES",29,50,125,YEAR,"CORN, GRAIN","1,730","136,400",78.8," "," "," "
2022,"MISSOURI, CENTRAL, MONITEAU",29,50,135,YEAR,"CORN, GRAIN","14,600","1,674,000",114.7," "," "," "
2022,"MISSOURI, CENTRAL, MORGAN",29,50,141,YEAR,"CORN, GRAIN","7,010","955,000",136.2," "," "," "
2022,"MISSOURI, CENTRAL, OSAGE",29,50,151,YEAR,"CORN, GRAIN","8,640","1,158,000",134," "," "," "
2022,"MISSOURI, CENTRAL, PETTIS",29,50,159,YEAR,"CORN, GRAIN","58,100","7,803,000",134.3," "," "," "
2022,"MISSOURI, CENTRAL, POLK",29,50,167,YEAR,"CORN, GRAIN","1,500","196,000",130.7," "," "," "
2022,"MISSOURI, EAST, FRANKLIN",29,60,071,YEAR,"CORN, GRAIN","15,900","1,813,000",114," "," "," "
2022,"MISSOURI, EAST, GASCONADE",29,60,073,YEAR,"CORN, GRAIN","5,270","681,000",129.2," "," "," "
2022,"MISSOURI, EAST, JEFFERSON",29,60,099,YEAR,"CORN, GRAIN","3,420","499,000",145.9," "," "," "
2022,"MISSOURI, EAST, LINCOLN",29,60,113,YEAR,"CORN, GRAIN","33,100","4,147,000",125.3," "," "," "
2022,"MISSOURI, EAST, MONTGOMERY",29,60,139,YEAR,"CORN, GRAIN","42,800","7,209,000",168.4," "," "," "
2022,"MISSOURI, EAST, PERRY",29,60,157,YEAR,"CORN, GRAIN","26,300","3,578,000",136," "," "," "
2022,"MISSOURI, EAST, ST CHARLES",29,60,183,YEAR,"CORN, GRAIN","32,000","5,368,000",167.8," "," "," "
2022,"MISSOURI, EAST, ST FRANCOIS",29,60,187,YEAR,"CORN, GRAIN","1,380","225,000",163," "," "," "
2022,"MISSOURI, EAST, STE GENEVIEVE",29,60,186,YEAR,"CORN, GRAIN","10,500","1,765,000",168.1," "," "," "
2022,"MISSOURI, EAST, WARREN",29,60,219,YEAR,"CORN, GRAIN","16,200","2,820,000",174.1," "," "," "
2022,"MISSOURI, NORTH CENTRAL, ADAIR",29,20,001,YEAR,"CORN, GRAIN","18,700","3,143,000",168.1," "," "," "
2022,"MISSOURI, NORTH CENTRAL, CARROLL",29,20,033,YEAR,"CORN, GRAIN","82,200","14,673,000",178.5," "," "," "
2022,"MISSOURI, NORTH CENTRAL, GRUNDY",29,20,079,YEAR,"CORN, GRAIN","33,900","6,027,000",177.8," "," "," "
2022,"MISSOURI, NORTH CENTRAL, LINN",29,20,115,YEAR,"CORN, GRAIN","34,400","5,704,000",165.8," "," "," "
2022,"MISSOURI, NORTH CENTRAL, LIVINGSTON",29,20,117,YEAR,"CORN, GRAIN","37,600","7,460,000",198.4," "," "," "
2022,"MISSOURI, NORTH CENTRAL, RANDOLPH",29,20,175,YEAR,"CORN, GRAIN","21,400","3,749,000",175.2," "," "," "
2022,"MISSOURI, NORTH CENTRAL, SCHUYLER",29,20,197,YEAR,"CORN, GRAIN","13,000","2,055,000",158.1," "," "," "
2022,"MISSOURI, NORTH CENTRAL, SULLIVAN",29,20,211,YEAR,"CORN, GRAIN","18,800","3,006,000",159.9," "," "," "
2022,"MISSOURI, NORTHEAST, AUDRAIN",29,30,007,YEAR,"CORN, GRAIN","100,800","16,753,000",166.2," "," "," "
2022,"MISSOURI, NORTHEAST, KNOX",29,30,103,YEAR,"CORN, GRAIN","51,900","8,892,000",171.3," "," "," "
2022,"MISSOURI, NORTHEAST, LEWIS",29,30,111,YEAR,"CORN, GRAIN","62,600","9,703,000",155," "," "," "
2022,"MISSOURI, NORTHEAST, MARION",29,30,127,YEAR,"CORN, GRAIN","49,300","8,618,000",174.8," "," "," "
2022,"MISSOURI, NORTHEAST, MONROE",29,30,137,YEAR,"CORN, GRAIN","51,000","7,669,000",150.4," "," "," "
2022,"MISSOURI, NORTHEAST, PIKE",29,30,163,YEAR,"CORN, GRAIN","51,200","7,777,000",151.9," "," "," "
2022,"MISSOURI, NORTHEAST, RALLS",29,30,173,YEAR,"CORN, GRAIN","48,000","8,208,000",171," "," "," "
2022,"MISSOURI, NORTHEAST, SCOTLAND",29,30,199,YEAR,"CORN, GRAIN","45,500","7,107,000",156.2," "," "," "
2022,"MISSOURI, NORTHEAST, SHELBY",29,30,205,YEAR,"CORN, GRAIN","45,700","8,432,000",184.5," "," "," "
2022,"MISSOURI, NORTHWEST, ATCHISON",29,10,005,YEAR,"CORN, GRAIN","129,600","25,672,000",198.1," "," "," "
2022,"MISSOURI, NORTHWEST, BUCHANAN",29,10,021,YEAR,"CORN, GRAIN","50,200","9,135,000",182," "," "," "
2022,"MISSOURI, NORTHWEST, CALDWELL",29,10,025,YEAR,"CORN, GRAIN","22,600","3,675,000",162.6," "," "," "
2022,"MISSOURI, NORTHWEST, CLINTON",29,10,049,YEAR,"CORN, GRAIN","41,100","7,850,000",191," "," "," "
2022,"MISSOURI, NORTHWEST, DE KALB",29,10,063,YEAR,"CORN, GRAIN","38,700","5,991,000",154.8," "," "," "
2022,"MISSOURI, NORTHWEST, GENTRY",29,10,075,YEAR,"CORN, GRAIN","32,700","5,470,000",167.3," "," "," "
2022,"MISSOURI, NORTHWEST, PLATTE",29,10,165,YEAR,"CORN, GRAIN","39,200","6,958,000",177.5," "," "," "
2022,"MISSOURI, NORTHWEST, RAY",29,10,177,YEAR,"CORN, GRAIN","37,100","6,452,000",173.9," "," "," "
2022,"MISSOURI, NORTHWEST, WORTH",29,10,227,YEAR,"CORN, GRAIN","13,300","2,132,000",160.3," "," "," "
2022,"MISSOURI, OTHER COUNTIES",29,99," ",YEAR,"CORN, GRAIN","862,630","144,958,400",168," "," "," "
2022,"MISSOURI, SOUTH CENTRAL, DENT",29,80,065,YEAR,"CORN, GRAIN",100,"7,800",78," "," "," "
2022,"MISSOURI, SOUTH CENTRAL, WEBSTER",29,80,225,YEAR,"CORN, GRAIN",410,"23,000",56.1," "," "," "
2022,"MISSOURI, SOUTHEAST, BUTLER",29,90,023,YEAR,"CORN, GRAIN","26,300","4,634,000",176.2," "," "," "
2022,"MISSOURI, SOUTHEAST, CAPE GIRARDEAU",29,90,031,YEAR,"CORN, GRAIN","28,600","4,668,000",163.2," "," "," "
2022,"MISSOURI, SOUTHEAST, DUNKLIN",29,90,069,YEAR,"CORN, GRAIN","26,800","4,864,000",181.5," "," "," "
2022,"MISSOURI, SOUTHEAST, MISSISSIPPI",29,90,133,YEAR,"CORN, GRAIN","41,300","7,520,000",182.1," "," "," "
2022,"MISSOURI, SOUTHEAST, NEW MADRID",29,90,143,YEAR,"CORN, GRAIN","40,600","6,934,000",170.8," "," "," "
2022,"MISSOURI, SOUTHEAST, PEMISCOT",29,90,155,YEAR,"CORN, GRAIN","16,500","2,917,000",176.8," "," "," "
2022,"MISSOURI, SOUTHEAST, SCOTT",29,90,201,YEAR,"CORN, GRAIN","55,100","9,585,000",174," "," "," "
2022,"MISSOURI, SOUTHEAST, STODDARD",29,90,207,YEAR,"CORN, GRAIN","65,400","10,669,000",163.1," "," "," "
2022,"MISSOURI, SOUTHWEST, BARTON",29,70,011,YEAR,"CORN, GRAIN","45,800","3,430,000",74.9," "," "," "
2022,"MISSOURI, SOUTHWEST, JASPER",29,70,097,YEAR,"CORN, GRAIN","19,900","1,799,000",90.4," "," "," "
2022,"MISSOURI, WEST, BATES",29,40,013,YEAR,"CORN, GRAIN","66,100","8,130,000",123," "," "," "
2022,"MISSOURI, WEST, CASS",29,40,037,YEAR,"CORN, GRAIN","29,200","3,265,000",111.8," "," "," "
2022,"MISSOURI, WEST, HENRY",29,40,083,YEAR,"CORN, GRAIN","26,400","3,382,000",128.1," "," "," "
2022,"MISSOURI, WEST, JACKSON",29,40,095,YEAR,"CORN, GRAIN","18,600","2,522,000",135.6," "," "," "
2022,"MISSOURI, WEST, JOHNSON",29,40,101,YEAR,"CORN, GRAIN","42,900","5,024,000",117.1," "," "," "
2022,"MISSOURI, WEST, LAFAYETTE",29,40,107,YEAR,"CORN, GRAIN","99,200","16,194,000",163.2," "," "," "
2022,"MISSOURI, WEST, ST CLAIR",29,40,185,YEAR,"CORN, GRAIN","13,000","1,105,000",85," "," "," "
2022,"MISSOURI, WEST, VERNON",29,40,217,YEAR,"CORN, GRAIN","49,500","3,975,000",80.3," "," "," "
2022,"NEBRASKA, CENTRAL, BUFFALO",31,50,019,YEAR,"CORN, GRAIN","196,900","32,646,000",165.8," "," "," "
2022,"NEBRASKA, CENTRAL, DAWSON",31,50,047,YEAR,"CORN, GRAIN","179,000","34,296,000",191.6," "," "," "
2022,"NEBRASKA, CENTRAL, GREELEY",31,50,077,YEAR,"CORN, GRAIN","72,800","13,402,000",184.1," "," "," "
2022,"NEBRASKA, CENTRAL, HALL",31,50,079,YEAR,"CORN, GRAIN","169,600","31,919,000",188.2," "," "," "
2022,"NEBRASKA, CENTRAL, HOWARD",31,50,093,YEAR,"CORN, GRAIN","86,600","13,189,000",152.3," "," "," "
2022,"NEBRASKA, CENTRAL, SHERMAN",31,50,163,YEAR,"CORN, GRAIN","76,000","12,859,000",169.2," "," "," "
2022,"NEBRASKA, CENTRAL, VALLEY",31,50,175,YEAR,"CORN, GRAIN","69,600","14,219,000",204.3," "," "," "
2022,"NEBRASKA, EAST, BUTLER",31,60,023,YEAR,"CORN, GRAIN","146,300","24,886,000",170.1," "," "," "
2022,"NEBRASKA, EAST, CASS",31,60,025,YEAR,"CORN, GRAIN","119,700","15,860,000",132.5," "," "," "
2022,"NEBRASKA, EAST, COLFAX",31,60,037,YEAR,"CORN, GRAIN","99,200","16,447,000",165.8," "," "," "
2022,"NEBRASKA, EAST, DODGE",31,60,053,YEAR,"CORN, GRAIN","138,200","22,140,000",160.2," "," "," "
2022,"NEBRASKA, EAST, DOUGLAS",31,60,055,YEAR,"CORN, GRAIN","27,000","4,544,000",168.3," "," "," "
2022,"NEBRASKA, EAST, HAMILTON",31,60,081,YEAR,"CORN, GRAIN","189,300","41,403,000",218.7," "," "," "
2022,"NEBRASKA, EAST, LANCASTER",31,60,109,YEAR,"CORN, GRAIN","133,400","14,954,000",112.1," "," "," "
2022,"NEBRASKA, EAST, NANCE",31,60,125,YEAR,"CORN, GRAIN","81,600","11,514,000",141.1," "," "," "
2022,"NEBRASKA, EAST, PLATTE",31,60,141,YEAR,"CORN, GRAIN","195,500","33,411,000",170.9," "," "," "
2022,"NEBRASKA, EAST, POLK",31,60,143,YEAR,"CORN, GRAIN","121,200","25,525,000",210.6," "," "," "
2022,"NEBRASKA, EAST, SARPY",31,60,153,YEAR,"CORN, GRAIN","27,900","4,375,000",156.8," "," "," "
2022,"NEBRASKA, EAST, SAUNDERS",31,60,155,YEAR,"CORN, GRAIN","178,500","30,309,000",169.8," "," "," "
2022,"NEBRASKA, EAST, SEWARD",31,60,159,YEAR,"CORN, GRAIN","134,300","20,306,000",151.2," "," "," "
2022,"NEBRASKA, EAST, WASHINGTON",31,60,177,YEAR,"CORN, GRAIN","82,200","11,985,000",145.8," "," "," "
2022,"NEBRASKA, EAST, YORK",31,60,185,YEAR,"CORN, GRAIN","179,500","34,626,000",192.9," "," "," "
2022,"NEBRASKA, NORTH, BOYD",31,20,015,YEAR,"CORN, GRAIN","25,500","2,315,000",90.8," "," "," "
2022,"NEBRASKA, NORTH, BROWN",31,20,017,YEAR,"CORN, GRAIN","34,500","6,852,000",198.6," "," "," "
2022,"NEBRASKA, NORTH, GARFIELD",31,20,071,YEAR,"CORN, GRAIN","9,980","1,844,000",184.8," "," "," "
2022,"NEBRASKA, NORTH, HOLT",31,20,089,YEAR,"CORN, GRAIN","172,800","36,485,000",211.1," "," "," "
2022,"NEBRASKA, NORTHEAST, BOONE",31,30,011,YEAR,"CORN, GRAIN","162,700","29,742,000",182.8," "," "," "
2022,"NEBRASKA, NORTHEAST, BURT",31,30,021,YEAR,"CORN, GRAIN","125,100","19,503,000",155.9," "," "," "
2022,"NEBRASKA, NORTHEAST, CEDAR",31,30,027,YEAR,"CORN, GRAIN","173,500","29,374,000",169.3," "," "," "
2022,"NEBRASKA, NORTHEAST, CUMING",31,30,039,YEAR,"CORN, GRAIN","152,800","25,762,000",168.6," "," "," "
2022,"NEBRASKA, NORTHEAST, DAKOTA",31,30,043,YEAR,"CORN, GRAIN","60,400","9,688,000",160.4," "," "," "
2022,"NEBRASKA, NORTHEAST, KNOX",31,30,107,YEAR,"CORN, GRAIN","121,000","18,404,000",152.1," "," "," "
2022,"NEBRASKA, NORTHEAST, MADISON",31,30,119,YEAR,"CORN, GRAIN","129,800","21,404,000",164.9," "," "," "
2022,"NEBRASKA, NORTHEAST, PIERCE",31,30,139,YEAR,"CORN, GRAIN","143,600","25,360,000",176.6," "," "," "
2022,"NEBRASKA, NORTHEAST, STANTON",31,30,167,YEAR,"CORN, GRAIN","92,100","11,973,000",130," "," "," "
2022,"NEBRASKA, NORTHEAST, THURSTON",31,30,173,YEAR,"CORN, GRAIN","92,800","11,266,000",121.4," "," "," "
2022,"NEBRASKA, NORTHEAST, WAYNE",31,30,179,YEAR,"CORN, GRAIN","114,500","13,305,000",116.2," "," "," "
2022,"NEBRASKA, NORTHWEST, BOX BUTTE",31,10,013,YEAR,"CORN, GRAIN","80,800","12,896,000",159.6," "," "," "
2022,"NEBRASKA, NORTHWEST, CHEYENNE",31,10,033,YEAR,"CORN, GRAIN","48,700","4,958,000",101.8," "," "," "
2022,"NEBRASKA, NORTHWEST, KIMBALL",31,10,105,YEAR,"CORN, GRAIN","28,400","2,801,000",98.6," "," "," "
2022,"NEBRASKA, NORTHWEST, MORRILL",31,10,123,YEAR,"CORN, GRAIN","59,000","9,210,000",156.1," "," "," "
2022,"NEBRASKA, NORTHWEST, SCOTTS BLUFF",31,10,157,YEAR,"CORN, GRAIN","74,400","12,306,000",165.4," "," "," "
2022,"NEBRASKA, NORTHWEST, SIOUX",31,10,165,YEAR,"CORN, GRAIN","12,000","2,036,000",169.7," "," "," "
2022,"NEBRASKA, OTHER COUNTIES",31,99," ",YEAR,"CORN, GRAIN","1,115,420","182,648,000",163.7," "," "," "
2022,"NEBRASKA, SOUTH, ADAMS",31,80,001,YEAR,"CORN, GRAIN","169,200","33,783,000",199.7," "," "," "
2022,"NEBRASKA, SOUTH, FRANKLIN",31,80,061,YEAR,"CORN, GRAIN","95,100","14,579,000",153.3," "," "," "
2022,"NEBRASKA, SOUTH, FURNAS",31,80,065,YEAR,"CORN, GRAIN","106,300","9,474,000",89.1," "," "," "
2022,"NEBRASKA, SOUTH, GOSPER",31,80,073,YEAR,"CORN, GRAIN","78,100","12,035,000",154.1," "," "," "
2022,"NEBRASKA, SOUTH, HARLAN",31,80,083,YEAR,"CORN, GRAIN","105,200","19,336,000",183.8," "," "," "
2022,"NEBRASKA, SOUTH, KEARNEY",31,80,099,YEAR,"CORN, GRAIN","158,900","30,827,000",194," "," "," "
2022,"NEBRASKA, SOUTH, PHELPS",31,80,137,YEAR,"CORN, GRAIN","168,600","38,276,000",227," "," "," "
2022,"NEBRASKA, SOUTH, WEBSTER",31,80,181,YEAR,"CORN, GRAIN","94,400","13,905,000",147.3," "," "," "
2022,"NEBRASKA, SOUTHEAST, CLAY",31,90,035,YEAR,"CORN, GRAIN","166,900","28,424,000",170.3," "," "," "
2022,"NEBRASKA, SOUTHEAST, FILLMORE",31,90,059,YEAR,"CORN, GRAIN","180,100","34,579,000",192," "," "," "
2022,"NEBRASKA, SOUTHEAST, GAGE",31,90,067,YEAR,"CORN, GRAIN","180,000","24,084,000",133.8," "," "," "
2022,"NEBRASKA, SOUTHEAST, JEFFERSON",31,90,095,YEAR,"CORN, GRAIN","106,700","18,128,000",169.9," "," "," "
2022,"NEBRASKA, SOUTHEAST, JOHNSON",31,90,097,YEAR,"CORN, GRAIN","61,800","7,739,000",125.2," "," "," "
2022,"NEBRASKA, SOUTHEAST, NEMAHA",31,90,127,YEAR,"CORN, GRAIN","83,000","12,699,000",153," "," "," "
2022,"NEBRASKA, SOUTHEAST, NUCKOLLS",31,90,129,YEAR,"CORN, GRAIN","126,500","20,683,000",163.5," "," "," "
2022,"NEBRASKA, SOUTHEAST, OTOE",31,90,131,YEAR,"CORN, GRAIN","135,400","17,575,000",129.8," "," "," "
2022,"NEBRASKA, SOUTHEAST, PAWNEE",31,90,133,YEAR,"CORN, GRAIN","64,700","9,079,000",140.3," "," "," "
2022,"NEBRASKA, SOUTHEAST, RICHARDSON",31,90,147,YEAR,"CORN, GRAIN","108,500","18,109,000",166.9," "," "," "
2022,"NEBRASKA, SOUTHEAST, SALINE",31,90,151,YEAR,"CORN, GRAIN","132,700","20,914,000",157.6," "," "," "
2022,"NEBRASKA, SOUTHEAST, THAYER",31,90,169,YEAR,"CORN, GRAIN","152,400","28,026,000",183.9," "," "," "
2022,"NEBRASKA, SOUTHWEST, CHASE",31,70,029,YEAR,"CORN, GRAIN","132,900","16,692,000",125.6," "," "," "
2022,"NEBRASKA, SOUTHWEST, DUNDY",31,70,057,YEAR,"CORN, GRAIN","58,500","9,916,000",169.5," "," "," "
2022,"NEBRASKA, SOUTHWEST, FRONTIER",31,70,063,YEAR,"CORN, GRAIN","97,800","12,166,000",124.4," "," "," "
2022,"NEBRASKA, SOUTHWEST, HAYES",31,70,085,YEAR,"CORN, GRAIN","50,700","7,975,000",157.3," "," "," "
2022,"NEBRASKA, SOUTHWEST, HITCHCOCK",31,70,087,YEAR,"CORN, GRAIN","21,200","3,053,000",144," "," "," "
2022,"NEBRASKA, SOUTHWEST, LINCOLN",31,70,111,YEAR,"CORN, GRAIN","171,300","28,367,000",165.6," "," "," "
2022,"NEBRASKA, SOUTHWEST, RED WILLOW",31,70,145,YEAR,"CORN, GRAIN","79,000","9,930,000",125.7," "," "," "
2022,"NEW YORK, CENTRAL, CHENANGO",36,50,017,YEAR,"CORN, GRAIN","3,650","429,000",117.5," "," "," "
2022,"NEW YORK, CENTRAL, CORTLAND",36,50,023,YEAR,"CORN, GRAIN","3,320","437,000",131.6," "," "," "
2022,"NEW YORK, CENTRAL, HERKIMER",36,50,043,YEAR,"CORN, GRAIN","11,500","1,609,000",139.9," "," "," "
2022,"NEW YORK, CENTRAL, MADISON",36,50,053,YEAR,"CORN, GRAIN","13,300","1,604,000",120.6," "," "," "
2022,"NEW YORK, CENTRAL, ONEIDA",36,50,065,YEAR,"CORN, GRAIN","23,400","3,598,000",153.8," "," "," "
2022,"NEW YORK, CENTRAL, ONONDAGA",36,50,067,YEAR,"CORN, GRAIN","20,100","2,988,000",148.7," "," "," "
2022,"NEW YORK, CENTRAL, OSWEGO",36,50,075,YEAR,"CORN, GRAIN","4,910","721,000",146.8," "," "," "
2022,"NEW YORK, CENTRAL, OTSEGO",36,50,077,YEAR,"CORN, GRAIN","11,500","1,732,000",150.6," "," "," "
2022,"NEW YORK, EASTERN, MONTGOMERY",36,60,057,YEAR,"CORN, GRAIN","11,900","1,620,000",136.1," "," "," "
2022,"NEW YORK, EASTERN, RENSSELAER",36,60,083,YEAR,"CORN, GRAIN","4,940","623,000",126.1," "," "," "
2022,"NEW YORK, EASTERN, SARATOGA",36,60,091,YEAR,"CORN, GRAIN","4,280","607,000",141.8," "," "," "
2022,"NEW YORK, EASTERN, WASHINGTON",36,60,115,YEAR,"CORN, GRAIN","6,620","969,000",146.4," "," "," "
2022,"NEW YORK, LONG ISLAND, SUFFOLK",36,91,103,YEAR,"CORN, GRAIN",300,"27,300",91," "," "," "
2022,"NEW YORK, NORTHEAST, FRANKLIN",36,30,033,YEAR,"CORN, GRAIN","9,420","1,105,000",117.3," "," "," "
2022,"NEW YORK, NORTHERN, JEFFERSON",36,20,045,YEAR,"CORN, GRAIN","15,400","2,013,000",130.7," "," "," "
2022,"NEW YORK, NORTHERN, LEWIS",36,20,049,YEAR,"CORN, GRAIN","9,770","1,485,000",152," "," "," "
2022,"NEW YORK, NORTHERN, ST LAWRENCE",36,20,089,YEAR,"CORN, GRAIN","9,700","1,284,000",132.4," "," "," "
2022,"NEW YORK, OTHER COUNTIES",36,99," ",YEAR,"CORN, GRAIN","67,820","9,229,600",136.1," "," "," "
2022,"NEW YORK, SOUTHEAST, COLUMBIA",36,90,021,YEAR,"CORN, GRAIN","5,030","572,000",113.7," "," "," "
2022,"NEW YORK, SOUTHEAST, DELAWARE",36,90,025,YEAR,"CORN, GRAIN","1,920","233,000",121.4," "," "," "
2022,"NEW YORK, SOUTHEAST, DUTCHESS",36,90,027,YEAR,"CORN, GRAIN","4,260","503,000",118.1," "," "," "
2022,"NEW YORK, SOUTHEAST, ORANGE",36,90,071,YEAR,"CORN, GRAIN","2,110","235,000",111.4," "," "," "
2022,"NEW YORK, SOUTHEAST, ULSTER",36,90,111,YEAR,"CORN, GRAIN",860,"103,400",120.2," "," "," "
2022,"NEW YORK, SOUTHERN, BROOME",36,80,007,YEAR,"CORN, GRAIN",550,"73,700",134," "," "," "
2022,"NEW YORK, SOUTHERN, CHEMUNG",36,80,015,YEAR,"CORN, GRAIN","2,570","325,000",126.5," "," "," "
2022,"NEW YORK, SOUTHERN, SCHUYLER",36,80,097,YEAR,"CORN, GRAIN","2,070","223,000",107.7," "," "," "
2022,"NEW YORK, SOUTHERN, TIOGA",36,80,107,YEAR,"CORN, GRAIN","5,220","689,000",132," "," "," "
2022,"NEW YORK, SOUTHERN, TOMPKINS",36,80,109,YEAR,"CORN, GRAIN","5,410","777,000",143.6," "," "," "
2022,"NEW YORK, SOUTHWEST, ALLEGANY",36,70,003,YEAR,"CORN, GRAIN","10,500","1,029,000",98," "," "," "
2022,"NEW YORK, SOUTHWEST, CATTARAUGUS",36,70,009,YEAR,"CORN, GRAIN","5,380","701,000",130.3," "," "," "
2022,"NEW YORK, SOUTHWEST, CHAUTAUQUA",36,70,013,YEAR,"CORN, GRAIN","11,500","1,617,000",140.6," "," "," "
2022,"NEW YORK, SOUTHWEST, STEUBEN",36,70,101,YEAR,"CORN, GRAIN","23,400","2,898,000",123.8," "," "," "
2022,"NEW YORK, WESTERN, ERIE",36,40,029,YEAR,"CORN, GRAIN","10,300","1,399,000",135.8," "," "," "
2022,"NEW YORK, WESTERN, GENESEE",36,40,037,YEAR,"CORN, GRAIN","25,200","3,439,000",136.5," "," "," "
2022,"NEW YORK, WESTERN, LIVINGSTON",36,40,051,YEAR,"CORN, GRAIN","28,200","4,392,000",155.7," "," "," "
2022,"NEW YORK, WESTERN, MONROE",36,40,055,YEAR,"CORN, GRAIN","23,500","3,684,000",156.8," "," "," "
2022,"NEW YORK, WESTERN, NIAGARA",36,40,063,YEAR,"CORN, GRAIN","28,400","4,440,000",156.3," "," "," "
2022,"NEW YORK, WESTERN, ONTARIO",36,40,069,YEAR,"CORN, GRAIN","26,100","3,797,000",145.5," "," "," "
2022,"NEW YORK, WESTERN, ORLEANS",36,40,073,YEAR,"CORN, GRAIN","39,500","6,543,000",165.6," "," "," "
2022,"NEW YORK, WESTERN, SENECA",36,40,099,YEAR,"CORN, GRAIN","16,900","2,158,000",127.7," "," "," "
2022,"NEW YORK, WESTERN, WAYNE",36,40,117,YEAR,"CORN, GRAIN","19,400","2,800,000",144.3," "," "," "
2022,"NEW YORK, WESTERN, WYOMING",36,40,121,YEAR,"CORN, GRAIN","27,200","4,480,000",164.7," "," "," "
2022,"NEW YORK, WESTERN, YATES",36,40,123,YEAR,"CORN, GRAIN","7,690","1,038,000",135," "," "," "
2022,"NORTH CAROLINA, CENTRAL COASTAL, BEAUFORT",37,80,013,YEAR,"CORN, GRAIN","37,300","5,370,000",144," "," "," "
2022,"NORTH CAROLINA, CENTRAL COASTAL, CRAVEN",37,80,049,YEAR,"CORN, GRAIN","14,500","1,683,000",116.1," "," "," "
2022,"NORTH CAROLINA, CENTRAL COASTAL, GREENE",37,80,079,YEAR,"CORN, GRAIN","10,400","1,032,000",99.2," "," "," "
2022,"NORTH CAROLINA, CENTRAL COASTAL, HYDE",37,80,095,YEAR,"CORN, GRAIN","29,100","4,571,000",157.1," "," "," "
2022,"NORTH CAROLINA, CENTRAL COASTAL, JOHNSTON",37,80,101,YEAR,"CORN, GRAIN","6,000","584,000",97.3," "," "," "
2022,"NORTH CAROLINA, CENTRAL COASTAL, JONES",37,80,103,YEAR,"CORN, GRAIN","11,800","1,195,000",101.3," "," "," "
2022,"NORTH CAROLINA, CENTRAL COASTAL, LENOIR",37,80,107,YEAR,"CORN, GRAIN","18,500","2,499,000",135.1," "," "," "
2022,"NORTH CAROLINA, CENTRAL COASTAL, PAMLICO",37,80,137,YEAR,"CORN, GRAIN","13,300","2,012,000",151.3," "," "," "
2022,"NORTH CAROLINA, CENTRAL COASTAL, PITT",37,80,147,YEAR,"CORN, GRAIN","13,400","1,343,000",100.2," "," "," "
2022,"NORTH CAROLINA, CENTRAL COASTAL, WAYNE",37,80,191,YEAR,"CORN, GRAIN","20,100","2,064,000",102.7," "," "," "
2022,"NORTH CAROLINA, CENTRAL COASTAL, WILSON",37,80,195,YEAR,"CORN, GRAIN","7,840","710,000",90.6," "," "," "
2022,"NORTH CAROLINA, CENTRAL PIEDMONT, ALEXANDER",37,50,003,YEAR,"CORN, GRAIN","1,460","205,000",140.4," "," "," "
2022,"NORTH CAROLINA, CENTRAL PIEDMONT, CATAWBA",37,50,035,YEAR,"CORN, GRAIN","4,400","632,000",143.6," "," "," "
2022,"NORTH CAROLINA, CENTRAL PIEDMONT, CHATHAM",37,50,037,YEAR,"CORN, GRAIN","1,900","211,000",111.1," "," "," "
2022,"NORTH CAROLINA, CENTRAL PIEDMONT, DAVIDSON",37,50,057,YEAR,"CORN, GRAIN","4,960","571,000",115.1," "," "," "
2022,"NORTH CAROLINA, CENTRAL PIEDMONT, DAVIE",37,50,059,YEAR,"CORN, GRAIN","6,460","920,000",142.4," "," "," "
2022,"NORTH CAROLINA, CENTRAL PIEDMONT, IREDELL",37,50,097,YEAR,"CORN, GRAIN","15,000","2,212,000",147.5," "," "," "
2022,"NORTH CAROLINA, CENTRAL PIEDMONT, LEE",37,50,105,YEAR,"CORN, GRAIN","1,300","144,800",111.4," "," "," "
2022,"NORTH CAROLINA, CENTRAL PIEDMONT, RANDOLPH",37,50,151,YEAR,"CORN, GRAIN","8,530","1,092,000",128," "," "," "
2022,"NORTH CAROLINA, CENTRAL PIEDMONT, ROWAN",37,50,159,YEAR,"CORN, GRAIN","9,400","1,085,000",115.4," "," "," "
2022,"NORTH CAROLINA, CENTRAL PIEDMONT, WAKE",37,50,183,YEAR,"CORN, GRAIN",780,"65,900",84.5," "," "," "
2022,"NORTH CAROLINA, NORTHERN COASTAL, BERTIE",37,70,015,YEAR,"CORN, GRAIN","8,680","1,135,000",130.8," "," "," "
2022,"NORTH CAROLINA, NORTHERN COASTAL, CAMDEN",37,70,029,YEAR,"CORN, GRAIN","14,100","2,312,000",164," "," "," "
