YEAR,LOCATION,"STATE ANSI","ASD CODE","COUNTY ANSI","REFERENCE PERIOD",COMMODITY,"AREA HARVESTED in ACRES","PRODUCTION in $","PRODUCTION in BU","YIELD in BU / ACRE","PRODUCTION in TONS","YIELD in TONS / ACRE","AREA PLANTED in ACRES","PRICE RECEIVED in $ / BU"
2016,MISSOURI,29," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",3.4
2016,MONTANA,30," "," ",YEAR,"CORN, GRAIN","55,000","22,825,000","5,500,000",100," "," "," "," "
2016,MONTANA,30," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",4.15
2016,NEBRASKA,31," "," ",YEAR,"CORN, GRAIN","9,550,000","5,643,668,000","1,699,900,000",178," "," "," "," "
2016,NEBRASKA,31," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",3.32
2016,"NEW JERSEY",34," "," ",YEAR,"CORN, GRAIN","71,000","40,151,000","10,295,000",145," "," "," "," "
2016,"NEW JERSEY",34," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",3.9
2016,"NEW MEXICO",35," "," ",YEAR,"CORN, GRAIN","41,000","24,170,000","6,150,000",150," "," "," "," "
2016,"NEW MEXICO",35," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",3.93
2016,"NEW YORK",36," "," ",YEAR,"CORN, GRAIN","570,000","286,767,000","73,530,000",129," "," "," "," "
2016,"NEW YORK",36," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",3.9
2016,"NORTH CAROLINA",37," "," ",YEAR,"CORN, GRAIN","940,000","493,528,000","121,260,000",129," "," "," "," "
2016,"NORTH CAROLINA",37," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",4.07
2016,"NORTH DAKOTA",38," "," ",YEAR,"CORN, GRAIN","3,270,000","1,555,147,000","516,660,000",158," "," "," "," "
2016,"NORTH DAKOTA",38," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",3.01
2016,OHIO,39," "," ",YEAR,"CORN, GRAIN","3,300,000","1,894,167,000","524,700,000",159," "," "," "," "
2016,OHIO,39," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",3.61
2016,OKLAHOMA,40," "," ",YEAR,"CORN, GRAIN","350,000","143,567,000","42,350,000",121," "," "," "," "
2016,OKLAHOMA,40," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",3.39
2016,OREGON,41," "," ",YEAR,"CORN, GRAIN","39,000","38,123,000","8,970,000",230," "," "," "," "
2016,OREGON,41," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",4.25
2016,"OTHER STATES"," "," "," ",YEAR,"CORN, GRAIN",0," ",0,0," "," "," "," "
2016,PENNSYLVANIA,42," "," ",YEAR,"CORN, GRAIN","950,000","495,102,000","122,550,000",129," "," "," "," "
2016,PENNSYLVANIA,42," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",4.04
2016,"SOUTH CAROLINA",45," "," ",YEAR,"CORN, GRAIN","350,000","164,021,000","44,450,000",127," "," "," "," "
2016,"SOUTH CAROLINA",45," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",3.69
2016,"SOUTH DAKOTA",46," "," ",YEAR,"CORN, GRAIN","5,130,000","2,552,124,000","825,930,000",161," "," "," "," "
2016,"SOUTH DAKOTA",46," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",3.09
2016,TENNESSEE,47," "," ",YEAR,"CORN, GRAIN","830,000","458,708,000","125,330,000",151," "," "," "," "
2016,TENNESSEE,47," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",3.66
2016,TEXAS,48," "," ",YEAR,"CORN, GRAIN","2,550,000","1,201,484,000","323,850,000",127," "," "," "," "
2016,TEXAS,48," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",3.71
2016,UTAH,49," "," ",YEAR,"CORN, GRAIN","29,000","19,640,000","5,075,000",175," "," "," "," "
2016,UTAH,49," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",3.87
2016,VIRGINIA,51," "," ",YEAR,"CORN, GRAIN","340,000","201,280,000","50,320,000",148," "," "," "," "
2016,VIRGINIA,51," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",4
2016,WASHINGTON,53," "," ",YEAR,"CORN, GRAIN","85,000","94,082,000","19,975,000",235," "," "," "," "
2016,WASHINGTON,53," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",4.71
2016,"WEST VIRGINIA",54," "," ",YEAR,"CORN, GRAIN","35,000","19,793,000","5,075,000",145," "," "," "," "
2016,"WEST VIRGINIA",54," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",3.9
2016,WISCONSIN,55," "," ",YEAR,"CORN, GRAIN","3,220,000","1,879,965,000","573,160,000",178," "," "," "," "
2016,WISCONSIN,55," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",3.28
2016,WYOMING,56," "," ",YEAR,"CORN, GRAIN","69,000","34,385,000","10,143,000",147," "," "," "," "
2016,WYOMING,56," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",3.39
2017,ALABAMA,01," "," ",YEAR,"CORN, GRAIN","235,000","158,550,000","39,245,000",167," "," "," "," "
2017,ALABAMA,01," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",4.04
2017,ALASKA,02," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",(NA)
2017,ARIZONA,04," "," ",YEAR,"CORN, GRAIN","32,000","28,392,000","6,240,000",195," "," "," "," "
2017,ARIZONA,04," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",4.55
2017,ARKANSAS,05," "," ",YEAR,"CORN, GRAIN","595,000","396,341,000","108,885,000",183," "," "," "," "
2017,ARKANSAS,05," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",3.64
2017,CALIFORNIA,06," "," ",YEAR,"CORN, GRAIN","80,000","56,112,000","13,360,000",167," "," "," "," "
2017,CALIFORNIA,06," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",4.2
2017,COLORADO,08," "," ",YEAR,"CORN, GRAIN","1,300,000","626,483,000","185,900,000",143," "," "," "," "
2017,COLORADO,08," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",3.37
2017,CONNECTICUT,09," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",(NA)
2017,DELAWARE,10," "," ",YEAR,"CORN, GRAIN","171,000","129,922,000","32,319,000",189," "," "," "," "
2017,DELAWARE,10," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",4.02
2017,FLORIDA,12," "," ",YEAR,"CORN, GRAIN","37,000","26,628,000","5,957,000",161," "," "," "," "
2017,FLORIDA,12," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",4.47
2017,GEORGIA,13," "," ",YEAR,"CORN, GRAIN","245,000","186,710,000","43,120,000",176," "," "," "," "
2017,GEORGIA,13," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",4.33
2017,HAWAII,15," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",(NA)
2017,IDAHO,16," "," ",YEAR,"CORN, GRAIN","115,000","98,282,000","23,345,000",203," "," "," "," "
2017,IDAHO,16," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",4.21
2017,ILLINOIS,17," "," ",YEAR,"CORN, GRAIN","10,950,000","7,505,240,000","2,200,950,000",201," "," "," "," "
2017,ILLINOIS,17," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",3.41
2017,INDIANA,18," "," ",YEAR,"CORN, GRAIN","5,200,000","3,332,160,000","936,000,000",180," "," "," "," "
2017,INDIANA,18," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",3.56
2017,IOWA,19," "," ",YEAR,"CORN, GRAIN","12,900,000","8,625,198,000","2,605,800,000",202," "," "," "," "
2017,IOWA,19," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",3.31
2017,KANSAS,20," "," ",YEAR,"CORN, GRAIN","5,200,000","2,251,392,000","686,400,000",132," "," "," "," "
2017,KANSAS,20," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",3.28
2017,KENTUCKY,21," "," ",YEAR,"CORN, GRAIN","1,220,000","801,320,000","217,160,000",178," "," "," "," "
2017,KENTUCKY,21," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",3.69
2017,LOUISIANA,22," "," ",YEAR,"CORN, GRAIN","490,000","335,395,000","90,160,000",184," "," "," "," "
2017,LOUISIANA,22," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",3.72
2017,MAINE,23," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",(NA)
2017,MARYLAND,24," "," ",YEAR,"CORN, GRAIN","420,000","290,405,000","72,240,000",172," "," "," "," "
2017,MARYLAND,24," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",4.02
2017,MASSACHUSETTS,25," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",(NA)
2017,MICHIGAN,26," "," ",YEAR,"CORN, GRAIN","1,890,000","1,039,765,000","300,510,000",159," "," "," "," "
2017,MICHIGAN,26," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",3.46
2017,MINNESOTA,27," "," ",YEAR,"CORN, GRAIN","7,630,000","4,707,100,000","1,480,220,000",194," "," "," "," "
2017,MINNESOTA,27," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",3.18
2017,MISSISSIPPI,28," "," ",YEAR,"CORN, GRAIN","500,000","347,760,000","94,500,000",189," "," "," "," "
2017,MISSISSIPPI,28," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",3.68
2017,MISSOURI,29," "," ",YEAR,"CORN, GRAIN","3,250,000","1,884,025,000","552,500,000",170," "," "," "," "
2017,MISSOURI,29," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",3.41
2017,MONTANA,30," "," ",YEAR,"CORN, GRAIN","65,000","15,516,000","4,550,000",70," "," "," "," "
2017,MONTANA,30," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",3.41
2017,NEBRASKA,31," "," ",YEAR,"CORN, GRAIN","9,300,000","5,639,055,000","1,683,300,000",181," "," "," "," "
2017,NEBRASKA,31," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",3.35
2017,NEVADA,32," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",(NA)
2017,"NEW HAMPSHIRE",33," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",(NA)
2017,"NEW JERSEY",34," "," ",YEAR,"CORN, GRAIN","70,000","43,838,000","11,690,000",167," "," "," "," "
2017,"NEW JERSEY",34," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",3.75
2017,"NEW MEXICO",35," "," ",YEAR,"CORN, GRAIN","43,000","22,472,000","5,762,000",134," "," "," "," "
2017,"NEW MEXICO",35," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",3.9
2017,"NEW YORK",36," "," ",YEAR,"CORN, GRAIN","485,000","317,806,000","78,085,000",161," "," "," "," "
2017,"NEW YORK",36," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",4.07
2017,"NORTH CAROLINA",37," "," ",YEAR,"CORN, GRAIN","840,000","505,747,000","119,280,000",142," "," "," "," "
2017,"NORTH CAROLINA",37," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",4.24
2017,"NORTH DAKOTA",38," "," ",YEAR,"CORN, GRAIN","3,230,000","1,364,869,000","448,970,000",139," "," "," "," "
2017,"NORTH DAKOTA",38," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",3.04
2017,OHIO,39," "," ",YEAR,"CORN, GRAIN","3,150,000","2,012,756,000","557,550,000",177," "," "," "," "
2017,OHIO,39," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",3.61
2017,OKLAHOMA,40," "," ",YEAR,"CORN, GRAIN","305,000","137,964,000","38,430,000",126," "," "," "," "
2017,OKLAHOMA,40," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",3.59
2017,OREGON,41," "," ",YEAR,"CORN, GRAIN","44,000","35,260,000","9,328,000",212," "," "," "," "
2017,OREGON,41," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",3.78
2017,"OTHER STATES"," "," "," ",YEAR,"CORN, GRAIN",0," ",0,0," "," "," "," "
2017,PENNSYLVANIA,42," "," ",YEAR,"CORN, GRAIN","920,000","573,224,000","148,120,000",161," "," "," "," "
2017,PENNSYLVANIA,42," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",3.87
2017,"RHODE ISLAND",44," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",(NA)
2017,"SOUTH CAROLINA",45," "," ",YEAR,"CORN, GRAIN","325,000","194,480,000","44,200,000",136," "," "," "," "
2017,"SOUTH CAROLINA",45," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",4.4
2017,"SOUTH DAKOTA",46," "," ",YEAR,"CORN, GRAIN","5,080,000","2,276,094,000","736,600,000",145," "," "," "," "
2017,"SOUTH DAKOTA",46," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",3.09
2017,TENNESSEE,47," "," ",YEAR,"CORN, GRAIN","710,000","431,006,000","121,410,000",171," "," "," "," "
2017,TENNESSEE,47," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",3.55
2017,TEXAS,48," "," ",YEAR,"CORN, GRAIN","2,240,000","1,160,320,000","313,600,000",140," "," "," "," "
2017,TEXAS,48," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",3.7
2017,UTAH,49," "," ",YEAR,"CORN, GRAIN","20,000","13,939,000","3,520,000",176," "," "," "," "
2017,UTAH,49," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",3.96
2017,VERMONT,50," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",(NA)
2017,VIRGINIA,51," "," ",YEAR,"CORN, GRAIN","340,000","188,496,000","47,600,000",140," "," "," "," "
2017,VIRGINIA,51," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",3.96
2017,WASHINGTON,53," "," ",YEAR,"CORN, GRAIN","80,000","72,900,000","18,000,000",225," "," "," "," "
2017,WASHINGTON,53," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",4.05
2017,"WEST VIRGINIA",54," "," ",YEAR,"CORN, GRAIN","33,000","19,813,000","5,016,000",152," "," "," "," "
2017,"WEST VIRGINIA",54," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",3.95
2017,WISCONSIN,55," "," ",YEAR,"CORN, GRAIN","2,930,000","1,682,406,000","509,820,000",174," "," "," "," "
2017,WISCONSIN,55," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",3.3
2017,WYOMING,56," "," ",YEAR,"CORN, GRAIN","63,000","32,713,000","9,765,000",155," "," "," "," "
2017,WYOMING,56," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",3.35
2018,ALABAMA,01," "," ",YEAR,"CORN, GRAIN","245,000","157,084,000","38,220,000",156," "," "," "," "
2018,ALABAMA,01," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",4.11
2018,ALASKA,02," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",(NA)
2018,ARIZONA,04," "," ",YEAR,"CORN, GRAIN","20,000","21,824,000","4,400,000",220," "," "," "," "
2018,ARIZONA,04," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",4.96
2018,ARKANSAS,05," "," ",YEAR,"CORN, GRAIN","645,000","443,631,000","116,745,000",181," "," "," "," "
2018,ARKANSAS,05," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",3.8
2018,CALIFORNIA,06," "," ",YEAR,"CORN, GRAIN","65,000","49,478,000","11,245,000",173," "," "," "," "
2018,CALIFORNIA,06," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",4.4
2018,COLORADO,08," "," ",YEAR,"CORN, GRAIN","1,190,000","567,987,000","153,510,000",129," "," "," "," "
2018,COLORADO,08," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",3.7
2018,CONNECTICUT,09," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",(NA)
2018,DELAWARE,10," "," ",YEAR,"CORN, GRAIN","165,000","98,332,000","23,925,000",145," "," "," "," "
2018,DELAWARE,10," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",4.11
2018,FLORIDA,12," "," ",YEAR,"CORN, GRAIN","62,000","43,511,000","9,734,000",157," "," "," "," "
2018,FLORIDA,12," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",4.47
2018,GEORGIA,13," "," ",YEAR,"CORN, GRAIN","285,000","218,196,000","50,160,000",176," "," "," "," "
2018,GEORGIA,13," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",4.35
2018,HAWAII,15," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",(NA)
2018,IDAHO,16," "," ",YEAR,"CORN, GRAIN","125,000","117,683,000","26,625,000",213," "," "," "," "
2018,IDAHO,16," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",4.42
2018,ILLINOIS,17," "," ",YEAR,"CORN, GRAIN","10,800,000","8,210,160,000","2,268,000,000",210," "," "," "," "
2018,ILLINOIS,17," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",3.62
2018,INDIANA,18," "," ",YEAR,"CORN, GRAIN","5,120,000","3,657,830,000","967,680,000",189," "," "," "," "
2018,INDIANA,18," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",3.78
2018,IOWA,19," "," ",YEAR,"CORN, GRAIN","12,750,000","8,971,410,000","2,499,000,000",196," "," "," "," "
2018,IOWA,19," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",3.59
2018,KANSAS,20," "," ",YEAR,"CORN, GRAIN","4,980,000","2,299,864,000","642,420,000",129," "," "," "," "
2018,KANSAS,20," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",3.58
2018,KENTUCKY,21," "," ",YEAR,"CORN, GRAIN","1,220,000","819,840,000","213,500,000",175," "," "," "," "
2018,KENTUCKY,21," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",3.84
2018,LOUISIANA,22," "," ",YEAR,"CORN, GRAIN","450,000","300,501,000","77,850,000",173," "," "," "," "
2018,LOUISIANA,22," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",3.86
2018,MAINE,23," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",(NA)
2018,MARYLAND,24," "," ",YEAR,"CORN, GRAIN","380,000","228,023,000","55,480,000",146," "," "," "," "
2018,MARYLAND,24," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",4.11
2018,MASSACHUSETTS,25," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",(NA)
2018,MICHIGAN,26," "," ",YEAR,"CORN, GRAIN","1,860,000","1,051,718,000","282,720,000",152," "," "," "," "
2018,MICHIGAN,26," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",3.72
2018,MINNESOTA,27," "," ",YEAR,"CORN, GRAIN","7,460,000","4,711,288,000","1,357,720,000",182," "," "," "," "
2018,MINNESOTA,27," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",3.47
2018,MISSISSIPPI,28," "," ",YEAR,"CORN, GRAIN","460,000","323,380,000","85,100,000",185," "," "," "," "
2018,MISSISSIPPI,28," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",3.8
2018,MISSOURI,29," "," ",YEAR,"CORN, GRAIN","3,300,000","1,700,160,000","462,000,000",140," "," "," "," "
2018,MISSOURI,29," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",3.68
2018,MONTANA,30," "," ",YEAR,"CORN, GRAIN","68,000","21,906,000","5,780,000",85," "," "," "," "
2018,MONTANA,30," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",3.79
2018,NEBRASKA,31," "," ",YEAR,"CORN, GRAIN","9,300,000","6,392,448,000","1,785,600,000",192," "," "," "," "
2018,NEBRASKA,31," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",3.58
2018,NEVADA,32," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",(NA)
2018,"NEW HAMPSHIRE",33," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",(NA)
2018,"NEW JERSEY",34," "," ",YEAR,"CORN, GRAIN","60,000","32,994,000","8,460,000",141," "," "," "," "
2018,"NEW JERSEY",34," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",3.9
2018,"NEW MEXICO",35," "," ",YEAR,"CORN, GRAIN","35,000","28,144,000","6,545,000",187," "," "," "," "
2018,"NEW MEXICO",35," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",4.3
2018,"NEW YORK",36," "," ",YEAR,"CORN, GRAIN","605,000","400,171,000","96,195,000",159," "," "," "," "
2018,"NEW YORK",36," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",4.16
2018,"NORTH CAROLINA",37," "," ",YEAR,"CORN, GRAIN","830,000","411,738,000","93,790,000",113," "," "," "," "
2018,"NORTH CAROLINA",37," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",4.39
2018,"NORTH DAKOTA",38," "," ",YEAR,"CORN, GRAIN","2,930,000","1,488,323,000","448,290,000",153," "," "," "," "
2018,"NORTH DAKOTA",38," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",3.32
2018,OHIO,39," "," ",YEAR,"CORN, GRAIN","3,300,000","2,307,954,000","617,100,000",187," "," "," "," "
2018,OHIO,39," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",3.74
2018,OKLAHOMA,40," "," ",YEAR,"CORN, GRAIN","270,000","139,655,000","36,180,000",134," "," "," "," "
2018,OKLAHOMA,40," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",3.86
2018,OREGON,41," "," ",YEAR,"CORN, GRAIN","40,000","32,214,000","7,800,000",195," "," "," "," "
2018,OREGON,41," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",4.13
2018,"OTHER STATES"," "," "," ",YEAR,"CORN, GRAIN",0," ",0,0," "," "," "," "
2018,PENNSYLVANIA,42," "," ",YEAR,"CORN, GRAIN","855,000","505,134,000","119,700,000",140," "," "," "," "
2018,PENNSYLVANIA,42," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",4.22
2018,"RHODE ISLAND",44," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",(NA)
2018,"SOUTH CAROLINA",45," "," ",YEAR,"CORN, GRAIN","310,000","177,165,000","39,370,000",127," "," "," "," "
2018,"SOUTH CAROLINA",45," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",4.5
2018,"SOUTH DAKOTA",46," "," ",YEAR,"CORN, GRAIN","4,860,000","2,628,288,000","777,600,000",160," "," "," "," "
2018,"SOUTH DAKOTA",46," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",3.38
2018,TENNESSEE,47," "," ",YEAR,"CORN, GRAIN","670,000","423,226,000","112,560,000",168," "," "," "," "
2018,TENNESSEE,47," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",3.76
2018,TEXAS,48," "," ",YEAR,"CORN, GRAIN","1,750,000","780,570,000","189,000,000",108," "," "," "," "
2018,TEXAS,48," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",4.13
2018,UTAH,49," "," ",YEAR,"CORN, GRAIN","22,000","17,257,000","4,004,000",182," "," "," "," "
2018,UTAH,49," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",4.31
2018,VERMONT,50," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",(NA)
2018,VIRGINIA,51," "," ",YEAR,"CORN, GRAIN","325,000","192,647,000","47,450,000",146," "," "," "," "
2018,VIRGINIA,51," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",4.06
2018,WASHINGTON,53," "," ",YEAR,"CORN, GRAIN","84,000","75,953,000","18,480,000",220," "," "," "," "
2018,WASHINGTON,53," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",4.11
2018,"WEST VIRGINIA",54," "," ",YEAR,"CORN, GRAIN","33,000","20,465,000","5,016,000",152," "," "," "," "
2018,"WEST VIRGINIA",54," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",4.08
2018,WISCONSIN,55," "," ",YEAR,"CORN, GRAIN","3,170,000","1,919,245,000","545,240,000",172," "," "," "," "
2018,WISCONSIN,55," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",3.52
2018,WYOMING,56," "," ",YEAR,"CORN, GRAIN","70,000","42,361,000","11,480,000",164," "," "," "," "
2018,WYOMING,56," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",3.69
2019,ALABAMA,01," "," ",YEAR,"CORN, GRAIN","285,000","167,161,000","41,895,000",147," "," "," "," "
2019,ALABAMA,01," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",3.99
2019,ARIZONA,04," "," ",YEAR,"CORN, GRAIN","37,000","46,154,000","8,547,000",231," "," "," "," "
2019,ARIZONA,04," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",5.4
2019,ARKANSAS,05," "," ",YEAR,"CORN, GRAIN","735,000","496,493,000","128,625,000",175," "," "," "," "
2019,ARKANSAS,05," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",3.86
2019,CALIFORNIA,06," "," ",YEAR,"CORN, GRAIN","60,000","46,368,000","10,080,000",168," "," "," "," "
2019,CALIFORNIA,06," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",4.6
2019,COLORADO,08," "," ",YEAR,"CORN, GRAIN","1,300,000","588,432,000","159,900,000",123," "," "," "," "
2019,COLORADO,08," "," ","MARKETING YEAR","CORN, GRAIN"," "," "," "," "," "," "," ",3.68
